"ID","date","endVZA.x","LAI_LXG1","baseline_LAI","LAI_LXG1_nowood","LTLAI","endVZA.y"
"LT22",2024-09-20,10,9.11428571428571,5,4.11428571428571,NA,NA
"LT22",2024-09-20,20,6.62121212121212,4.60526315789474,2.01594896331738,NA,NA
"LT22",2024-09-20,30,5.375,3.725,1.65,NA,NA
"LT22",2024-09-20,40,4.7536231884058,3.325,1.4286231884058,NA,NA
"LT22",2024-09-20,50,4.29577464788732,2.67441860465116,1.62135604323616,NA,NA
"LT22",2024-09-20,60,4.1830985915493,2.26666666666667,1.91643192488263,NA,NA
"LT22",2024-09-20,70,3.72,1.82352941176471,1.89647058823529,NA,NA
"LT22",2024-09-20,80,3.51315789473684,1.53571428571429,1.97744360902256,NA,NA
"LT22",2024-09-20,90,3.02564102564103,1.3,1.72564102564103,NA,NA
"LT14",2024-09-20,10,8.61016949152542,0.419354838709677,8.19081465281575,NA,NA
"LT14",2024-09-20,20,6.67213114754098,0.428571428571429,6.24355971896956,NA,NA
"LT14",2024-09-20,30,5.90476190476191,0.5,5.40476190476191,NA,NA
"LT14",2024-09-20,40,5.61194029850746,0.490909090909091,5.12103120759837,NA,NA
"LT14",2024-09-20,50,5.19117647058823,0.473684210526316,4.71749226006192,NA,NA
"LT14",2024-09-20,60,4.625,0.517857142857143,4.10714285714286,NA,NA
"LT14",2024-09-20,70,4.20779220779221,0.53968253968254,3.66810966810967,NA,NA
"LT14",2024-09-20,80,3.83333333333333,0.647058823529412,3.18627450980392,NA,NA
"LT14",2024-09-20,90,3.37179487179487,0.657534246575342,2.71426062521953,NA,NA
"LT52",2024-09-20,10,4.03571428571428,0.363636363636364,3.67207792207792,NA,NA
"LT52",2024-09-20,20,4.77777777777778,0.366666666666667,4.41111111111111,NA,NA
"LT52",2024-09-20,30,4.50666666666667,0.418604651162791,4.08806201550388,NA,NA
"LT52",2024-09-20,40,4.17333333333333,0.479166666666667,3.69416666666667,NA,NA
"LT52",2024-09-20,50,3.98666666666667,0.547169811320755,3.43949685534591,NA,NA
"LT52",2024-09-20,60,3.81081081081081,0.589285714285714,3.2215250965251,NA,NA
"LT52",2024-09-20,70,3.4025974025974,0.637931034482759,2.76466636811464,NA,NA
"LT52",2024-09-20,80,3.08974358974359,0.65,2.43974358974359,NA,NA
"LT52",2024-09-20,90,2.71428571428571,0.639344262295082,2.07494145199063,NA,NA
"LT43",2024-09-20,10,8.04,1.07407407407407,6.96592592592593,NA,NA
"LT43",2024-09-20,20,6.47887323943662,1.45454545454545,5.02432778489117,NA,NA
"LT43",2024-09-20,30,5.32857142857143,1.12820512820513,4.2003663003663,NA,NA
"LT43",2024-09-20,40,4.82191780821918,0.82,4.00191780821918,NA,NA
"LT43",2024-09-20,50,4.46052631578947,0.745454545454545,3.71507177033493,NA,NA
"LT43",2024-09-20,60,4.01298701298701,0.745762711864407,3.26722430112261,NA,NA
"LT43",2024-09-20,70,3.55555555555556,0.813559322033898,2.74199623352166,NA,NA
"LT43",2024-09-20,80,3.28395061728395,0.790322580645161,2.49362803663879,NA,NA
"LT43",2024-09-20,90,2.86585365853659,0.734375,2.13147865853659,NA,NA
"LT24",2024-09-20,10,7.28846153846154,0.65,6.63846153846154,NA,NA
"LT24",2024-09-20,20,6.50793650793651,0.666666666666667,5.84126984126984,NA,NA
"LT24",2024-09-20,30,5.67142857142857,0.627906976744186,5.04352159468439,NA,NA
"LT24",2024-09-20,40,5.02666666666667,0.6,4.42666666666667,NA,NA
"LT24",2024-09-20,50,4.67948717948718,0.725490196078431,3.95399698340875,NA,NA
"LT24",2024-09-20,60,4.07317073170732,0.796296296296296,3.27687443541102,NA,NA
"LT24",2024-09-20,70,3.73493975903614,0.758620689655172,2.97631906938097,NA,NA
"LT24",2024-09-20,80,3.36904761904762,0.770491803278688,2.59855581576893,NA,NA
"LT24",2024-09-20,90,2.98809523809524,0.746031746031746,2.24206349206349,NA,NA
"LT54",2024-09-20,10,5.14814814814815,0.625,4.52314814814815,NA,NA
"LT54",2024-09-20,20,5.61290322580645,1.75,3.86290322580645,NA,NA
"LT54",2024-09-20,30,6,1.77083333333333,4.22916666666667,NA,NA
"LT54",2024-09-20,40,5.83582089552239,1.60714285714286,4.22867803837953,NA,NA
"LT54",2024-09-20,50,5.16901408450704,1.47457627118644,3.6944378133206,NA,NA
"LT54",2024-09-20,60,4.80821917808219,1.46666666666667,3.34155251141553,NA,NA
"LT54",2024-09-20,70,4.48,1.40322580645161,3.07677419354839,NA,NA
"LT54",2024-09-20,80,4.06493506493506,1.34375,2.72118506493506,NA,NA
"LT54",2024-09-20,90,3.5,1.265625,2.234375,NA,NA
"LT41",2024-09-20,10,5.51724137931035,0.2,5.31724137931035,NA,NA
"LT41",2024-09-20,20,5.74285714285714,0.408163265306122,5.33469387755102,NA,NA
"LT41",2024-09-20,30,5.63513513513514,0.615384615384615,5.01975051975052,NA,NA
"LT41",2024-09-20,40,5.18666666666667,1.11538461538462,4.07128205128205,NA,NA
"LT41",2024-09-20,50,5.09333333333333,1.41509433962264,3.67823899371069,NA,NA
"LT41",2024-09-20,60,4.6025641025641,1.53571428571429,3.06684981684982,NA,NA
"LT41",2024-09-20,70,4.22222222222222,1.60344827586207,2.61877394636015,NA,NA
"LT41",2024-09-20,80,3.86585365853659,1.54098360655738,2.32487005197921,NA,NA
"LT41",2024-09-20,90,3.36144578313253,1.34375,2.01769578313253,NA,NA
"LT23",2024-09-20,10,5.18518518518518,0.8,4.38518518518518,NA,NA
"LT23",2024-09-20,20,5.68852459016393,0.709677419354839,4.9788471708091,NA,NA
"LT23",2024-09-20,30,5.35384615384615,0.585365853658537,4.76848030018762,NA,NA
"LT23",2024-09-20,40,4.7,0.5625,4.1375,NA,NA
"LT23",2024-09-20,50,4.38666666666667,0.528301886792453,3.85836477987421,NA,NA
"LT23",2024-09-20,60,4.02631578947368,0.508771929824561,3.51754385964912,NA,NA
"LT23",2024-09-20,70,3.62820512820513,0.607142857142857,3.02106227106227,NA,NA
"LT23",2024-09-20,80,3.2375,0.64406779661017,2.59343220338983,NA,NA
"LT23",2024-09-20,90,2.81707317073171,0.629032258064516,2.18804091266719,NA,NA
"LT13",2024-09-20,10,5.76,0.478260869565217,5.28173913043478,NA,NA
"LT13",2024-09-20,20,5.27083333333333,0.395348837209302,4.87548449612403,NA,NA
"LT13",2024-09-20,30,4.15789473684211,0.407407407407407,3.7504873294347,NA,NA
"LT13",2024-09-20,40,3.96969696969697,0.46551724137931,3.50417972831766,NA,NA
"LT13",2024-09-20,50,4,0.435483870967742,3.56451612903226,NA,NA
"LT13",2024-09-20,60,3.83098591549296,0.476190476190476,3.35479543930248,NA,NA
"LT13",2024-09-20,70,3.39473684210526,0.557377049180328,2.83735979292494,NA,NA
"LT13",2024-09-20,80,3.09090909090909,0.6,2.49090909090909,NA,NA
"LT13",2024-09-20,90,2.7051282051282,0.587301587301587,2.11782661782662,NA,NA
"LT21",2024-09-20,10,9.66265060240964,3.5,6.16265060240964,NA,NA
"LT21",2024-09-20,20,7.59154929577465,3.2,4.39154929577465,NA,NA
"LT21",2024-09-20,30,6.25675675675676,2.42857142857143,3.82818532818533,NA,NA
"LT21",2024-09-20,40,5.63013698630137,1.83333333333333,3.79680365296804,NA,NA
"LT21",2024-09-20,50,5.02597402597403,1.71111111111111,3.31486291486291,NA,NA
"LT21",2024-09-20,60,4.56410256410256,1.52,3.04410256410256,NA,NA
"LT21",2024-09-20,70,4.19480519480519,1.49056603773585,2.70423915706935,NA,NA
"LT21",2024-09-20,80,3.75641025641026,1.36206896551724,2.39434129089301,NA,NA
"LT21",2024-09-20,90,3.25316455696202,1.19354838709677,2.05961616986525,NA,NA
"LT51",2024-09-20,10,7.04761904761905,0.5,6.54761904761905,NA,NA
"LT51",2024-09-20,20,5.66666666666667,0.447368421052632,5.21929824561404,NA,NA
"LT51",2024-09-20,30,5,0.444444444444444,4.55555555555556,NA,NA
"LT51",2024-09-20,40,4.68571428571429,0.483333333333333,4.20238095238095,NA,NA
"LT51",2024-09-20,50,4.5,0.515151515151515,3.98484848484848,NA,NA
"LT51",2024-09-20,60,4.2112676056338,0.63768115942029,3.57358644621351,NA,NA
"LT51",2024-09-20,70,3.98611111111111,0.761194029850746,3.22491708126037,NA,NA
"LT51",2024-09-20,80,3.52702702702703,0.794117647058823,2.7329093799682,NA,NA
"LT51",2024-09-20,90,3.10810810810811,0.776119402985075,2.33198870512303,NA,NA
